CODE	GENES	LNZ308.DMSO	LNZ308.AZD6738	LN229.DMSO	LN229.AZD6738
TNIK_31563	TNIK	1197	1379	1076	1403
GPR88_39791	GPR88	975	1280	996	1123
NRN1L_58673	NRN1L	1194	1321	1197	1180
UBFD1_43863	UBFD1	386	500	289	355
MRS2_45392	MRS2	477	364	573	682
GIT1_36231	GIT1	675	679	638	844
MRPL27_38288	MRPL27	166	339	1459	1461
RNF11_35364	RNF11	569	822	1013	1233
MDH1_11277	MDH1	730	684	579	815
FXYD5_39628	FXYD5	1339	1546	2089	1819
BMPR2_1809	BMPR2	3238	3733	2749	3401
TIA1_19185	TIA1	971	859	927	951
CEP170_26214	CEP170	869	1067	804	790
BATF3_42575	BATF3	696	873	729	946
DSP_5102	DSP	3187	3679	3219	4228
PRKCI_14841	PRKCI	772	1114	839	946
OR8D2_67233	OR8D2	356	424	436	312
AIDA_48175	AIDA	1693	1520	1893	2181
RBM5_27274	RBM5	2793	2507	2579	2196
JMJD6_32087	JMJD6	664	791	1050	955
CRIP2_3902	CRIP2	2102	2168	2123	2087
HEXDC_67585	HEXDC	2228	2600	2065	2397
CEP295_54988	CEP295	407	383	280	334
CLPB_51719	CLPB	289	347	353	531
ANAPC10_27933	ANAPC10	156	176	986	1111
PARP3_26794	PARP3	597	626	467	621
RGS7BP_72378	RGS7BP	2362	2693	2426	2567
HOMEZ_45963	HOMEZ	770	639	886	746
SLC38A10_58769	SLC38A10	225	245	347	468
RAB29_23446	RAB29	752	857	637	758
ADGRF2_66026	ADGRF2	1810	1780	2196	2502
ORMDL1_56686	ORMDL1	2023	2328	1861	2058
SLC39A5_67334	SLC39A5	656	670	630	683
BCL11B_48243	BCL11B	1064	1458	1010	1123
MRPL41_48312	MRPL41	296	574	1072	1369
RPL37A_16437	RPL37A	77	92	394	365
SCAMP1_25095	SCAMP1	392	585	523	501
TAS2R20_67010	TAS2R20	637	1009	755	905
ST20_72202	ST20	1743	1846	1662	1861
OR13C4_60625	OR13C4	1034	1108	814	812
CYP2C19_4365	CYP2C19	608	651	684	647
HOMER1_24890	HOMER1	803	1122	936	1222
ABRACL_46676	ABRACL	1180	1411	1182	1301
ECI2_28133	ECI2	2236	2946	2569	2530
MROH1_74526	MROH1	598	510	447	741
TMPRSS11A_69061	TMPRSS11A	809	807	705	988
CCT4_28545	CCT4	55	122	1299	1043
FSTL1_30343	FSTL1	1624	1514	1575	1594
ANKFN1_63497	ANKFN1	935	986	917	693
SMIM23_73971	SMIM23	923	1250	919	1093
ALG1_43861	ALG1	147	69	555	465
KLK4_25389	KLK4	2883	3316	2473	2694
COMMD5_36323	COMMD5	455	549	413	433
MPC1_39247	MPC1	1632	1703	1508	1413
SLC28A3_47308	SLC28A3	2106	2260	1634	2194
BCAP31_27113	BCAP31	719	882	751	838
FAM81A_61469	FAM81A	573	670	906	1086
OR6N2_51567	OR6N2	2729	3235	2434	3206
C1orf210_62177	C1orf210	500	526	657	755
IL20RA_39643	IL20RA	1439	1906	1507	1657
FAM204A_47064	FAM204A	2134	2190	1677	1727
INTS2_45672	INTS2	326	366	478	610
RAB3IP_57923	RAB3IP	2154	2402	2144	2551
PPM1D_22085	PPM1D	502	473	290	349
LPPR1_40896	LPPR1	1781	1992	1599	2016
ARAP3_47736	ARAP3	473	518	550	435
PTPRH_15490	PTPRH	905	763	705	896
POLI_30464	POLI	1583	1939	1225	1436
PCBD1_13373	PCBD1	3839	3867	3345	3941
CORIN_28944	CORIN	3393	3953	2916	3241
C1orf95_70433	C1orf95	693	736	806	811
ANKRA2_46375	ANKRA2	568	745	454	480
TMIGD2_59081	TMIGD2	881	864	879	732
HOXC12_8741	HOXC12	2286	2775	2637	2918
LOC100133267_75481	LOC100133267	864	1028	1038	1065
DNAJC3_14951	DNAJC3	1762	1975	1591	1745
GRM8_7813	GRM8	1252	1351	1083	1413
TEX9_70301	TEX9	2016	2340	2102	2291
XKR9_71441	XKR9	2517	2797	2269	2271
TMED7-TICAM2_75740	TMED7-TICAM2	1099	1405	779	1053
TREML1_69117	TREML1	1209	1410	1096	1177
ENDOG_5581	ENDOG	1123	1170	758	1122
DSG2_5090	DSG2	3005	3951	2922	3254
MRM1_50363	MRM1	2020	2057	1871	1946
ZNF831_59577	ZNF831	579	663	663	1006
ZNF645_63186	ZNF645	975	1001	933	1012
C2orf16_53159	C2orf16	629	787	657	719
PDDC1_69897	PDDC1	1072	1444	1192	1499
BRCA2_1871	BRCA2	444	419	685	595
CCDC122_63377	CCDC122	981	1413	1002	1356
ILF3_9553	ILF3	296	128	739	717
GPR83_29440	GPR83	1409	1296	1240	1841
ITGB8_9829	ITGB8	2667	2758	2396	3140
MFSD9_54203	MFSD9	1334	1340	1327	1632
ZIC2_20445	ZIC2	929	1015	1114	1379
POLR2G_14385	POLR2G	59	99	1788	1722
ADAMTS13_30091	ADAMTS13	1367	1573	1380	1632
SPATC1_70534	SPATC1	3365	3866	3523	4038
LONRF3_50095	LONRF3	783	676	515	664
RAPH1_48375	RAPH1	1783	1775	1479	1508
TRMT1_42823	TRMT1	699	788	671	574
CFAP126_66877	CFAP126	1335	1445	1182	1502
MTX1_11901	MTX1	661	1081	1534	1893
ABCA4_62	ABCA4	364	430	527	684
FKBP4_6361	FKBP4	610	543	487	495
SLC45A2_37975	SLC45A2	2358	2503	2145	2073
FNDC9_72726	FNDC9	1784	1710	1800	1533
GRIN3A_57758	GRIN3A	1544	1629	1439	1638
NIPAL1_62677	NIPAL1	1827	1958	1840	1991
PHF19_34656	PHF19	1244	1392	1312	1380
BHLHA9_74498	BHLHA9	2755	2571	2324	2374
ATP6V0E2_62969	ATP6V0E2	692	875	607	685
SPATA5L1_48757	SPATA5L1	77	138	615	573
TEX29_58433	TEX29	794	859	956	679
DCDC2C_74734	DCDC2C	1584	1830	1701	1994
LACRT_55289	LACRT	1040	1131	1029	1212
ALS2CL_66930	ALS2CL	582	692	525	531
MTHFR_11865	MTHFR	2182	2521	2501	2822
HIST1H2AG_23489	HIST1H2AG	237	414	311	491
AATK_25397	AATK	1445	1937	1789	1872
ZNF843_67541	ZNF843	1421	1173	1242	1331
ISOC1_37539	ISOC1	2363	2501	1909	2067
ZNF629_32575	ZNF629	1218	1120	1197	1162
TCAF1_25833	TCAF1	335	494	384	551
CEP170B_67445	CEP170B	836	883	734	1296
KIAA1257_45648	KIAA1257	1893	1815	2047	2701
CTSA_14521	CTSA	2119	2491	2106	2536
KCTD11_61729	KCTD11	1780	1855	2236	2162
ZHX1_30576	ZHX1	1564	1563	1739	2245
HN1L_55655	HN1L	2232	2520	2350	2447
ANP32B_28430	ANP32B	1088	1532	1141	1266
DACT1_38552	DACT1	1099	998	2089	2025
C1orf233_73882	C1orf233	2940	2892	2638	2981
SMCO4_44627	SMCO4	1066	1037	1187	1253
SLC2A4_17469	SLC2A4	1925	1757	1510	1906
ADAMTS2_25045	ADAMTS2	2243	2429	2136	2314
TEX33_68997	TEX33	1094	1280	942	1378
L3MBTL3_53647	L3MBTL3	633	588	498	578
DDO_22205	DDO	2318	2719	2870	3169
TMEM52_68957	TMEM52	730	683	948	1049
LTK_10865	LTK	498	713	853	939
PRM2_14973	PRM2	2756	2792	2391	2781
ZNF317_46241	ZNF317	1052	1497	991	1389
FAM118B_49376	FAM118B	502	545	407	372
RNASEH2A_28406	RNASEH2A	1257	817	1242	1106
FAR1_53081	FAR1	1050	974	952	964
DEFB107A_66125	DEFB107A	1275	1769	1035	1337
C1QTNF7_57350	C1QTNF7	1055	1218	812	1023
OR4C6_65241	OR4C6	1981	1867	1646	1879
C6orf99_75337	C6orf99	2254	2221	2264	2205
OTUD3_32235	OTUD3	606	762	847	853
FRMD1_50519	FRMD1	520	604	608	609
GMPR2_38383	GMPR2	1779	1745	1863	2109
ITGB7_9825	ITGB7	1183	1390	859	1024
FAM102A_72097	FAM102A	1393	1595	1603	1592
WIPF2_61745	WIPF2	888	748	953	1255
IGF2_9297	IGF2	1003	1118	928	1261
HGFAC_8321	HGFAC	2110	2343	1562	2187
ELAC1_42597	ELAC1	869	1167	881	1084
PTDSS1_25991	PTDSS1	235	401	725	584
STON2_54919	STON2	1470	1623	908	1380
BGN_1710	BGN	1514	1525	1324	1553
GCA_33747	GCA	862	1091	985	1199
ZSWIM7_58917	ZSWIM7	1694	1944	1922	1981
CCDC88B_67274	CCDC88B	420	611	431	477
GNAI1_7305	GNAI1	744	687	639	428
PDHA1_13589	PDHA1	800	605	675	648
PINK1_48360	PINK1	762	774	1041	1254
HIPK1_65150	HIPK1	575	404	702	738
HIP1_8341	HIP1	3326	3713	2757	3401
VWC2_70509	VWC2	742	837	705	621
SMCP_11262	SMCP	793	878	743	669
LIMD2_51343	LIMD2	713	828	839	1061
GSTM4_7901	GSTM4	792	781	735	871
AIFM3_62273	AIFM3	1239	1510	1644	1392
CEP290_50865	CEP290	947	1316	1232	1531
MTCH2_33588	MTCH2	714	941	1500	1539
WDR46_24381	WDR46	286	394	590	624
TTC25_52187	TTC25	1193	1313	1857	1676
GTF2H5_72686	GTF2H5	716	674	523	493
C7orf77_62938	C7orf77	1581	1514	1299	1884
CC2D2A_45797	CC2D2A	2729	2585	1845	2075
ANKRD35_62061	ANKRD35	894	1019	1078	1224
RPS6KB1_16526	RPS6KB1	1046	1164	1519	1570
CCDC106_36744	CCDC106	1542	1862	1593	1542
PLEKHG7_72882	PLEKHG7	728	1076	1236	1273
CNTD1_58829	CNTD1	657	727	821	1028
FABP9_74095	FABP9	1546	1563	1171	1327
LDLRAP1_34600	LDLRAP1	419	390	530	605
SF3B3_32836	SF3B3	311	487	869	995
AAGAB_49735	AAGAB	1839	1444	2715	2522
MRGPRX3_57933	MRGPRX3	1124	1333	1003	1257
MEF2C_11322	MEF2C	1038	1238	962	1338
TNFSF15_26585	TNFSF15	2277	2283	2433	2637
OR9Q1_65457	OR9Q1	589	653	829	839
ASCC3_29723	ASCC3	524	672	879	1098
NSMCE2_68341	NSMCE2	450	312	981	834
SPARCL1_21845	SPARCL1	1627	1768	1775	1810
RELL1_75096	RELL1	1105	1413	736	921
S100PBP_47991	S100PBP	877	811	1049	1322
TUFM_19734	TUFM	110	252	738	1062
TOMM20L_70913	TOMM20L	972	1086	581	1004
KIFC2_55695	KIFC2	750	772	827	878
IDI2_55970	IDI2	1471	1505	1703	1660
CMPK1_39379	CMPK1	444	397	450	499
MID2_29935	MID2	2213	2292	1913	1900
CCDC85B_29823	CCDC85B	632	960	756	639
SLC17A2_27501	SLC17A2	1167	1439	1011	1254
LOC650293_74214	LOC650293	1278	1559	767	1147
GLTP_38184	GLTP	1247	1242	1162	1351
GPR160_35372	GPR160	664	1124	985	837
RHPN2_54899	RHPN2	1620	1867	1471	1470
GPSM3_47191	GPSM3	1135	1423	1306	1264
GNAQ_7326	GNAQ	2054	1879	1964	1777
IRGM_69694	IRGM	741	935	753	932
BBS10_49799	BBS10	1501	1479	1552	1737
DRAM2_59502	DRAM2	677	552	851	899
OR2G6_71974	OR2G6	2628	2805	2607	2801
PPP1CA_14561	PPP1CA	1183	1131	978	1106
CTXN3_73622	CTXN3	520	607	678	749
PTPRR_15517	PTPRR	861	908	744	745
ZFR_39255	ZFR	1043	1159	938	1021
GAR1_39907	GAR1	1194	1708	2623	2716
C11orf52_56049	C11orf52	1976	2052	2117	2285
HNF1A_18822	HNF1A	2877	2453	2759	3119
GNPNAT1_48143	GNPNAT1	676	766	676	845
PER2_23233	PER2	1605	1996	1720	1903
TMPRSS11E_36293	TMPRSS11E	1205	1955	1443	1548
MYZAP_76224	MYZAP	578	635	568	847
PRDM14_47251	PRDM14	1073	1048	752	1045
SPG20_31759	SPG20	613	757	685	903
THEM6_38543	THEM6	564	776	422	488
CCDC127_60201	CCDC127	452	623	510	466
REG3G_59777	REG3G	1786	2318	1973	2482
ATP5L2_67105	ATP5L2	615	768	841	964
LOC388436_71029	LOC388436	447	317	580	735
ARHGAP17_41612	ARHGAP17	847	1111	837	781
KIF12_56962	KIF12	695	599	598	705
ADH1C_341	ADH1C	1238	1665	1572	1421
CCL20_17018	CCL20	2388	2836	2333	2846
TCP10L2_72410	TCP10L2	493	515	639	724
MARVELD1_52455	MARVELD1	2921	2926	2708	2668
LCE3D_53927	LCE3D	256	270	620	824
FTSJ1_33603	FTSJ1	775	559	762	889
SNAPC4_17841	SNAPC4	744	748	664	864
TTC19_40947	TTC19	1328	1698	2302	2215
NBN_12226	NBN	846	777	490	638
COPS5_29763	COPS5	136	133	1337	1614
RIN2_39943	RIN2	2317	2428	1664	1702
SEC22A_35348	SEC22A	532	505	612	445
AGRN_70562	AGRN	1892	2334	1847	2180
SMIM4_73037	SMIM4	534	571	546	517
GLTPD2_70971	GLTPD2	1976	1966	1238	1839
TNIP2_49027	TNIP2	561	722	475	625
PKMYT1_23825	PKMYT1	83	9	353	307
NEUROG1_12477	NEUROG1	621	581	738	641
SLC6A2_17521	SLC6A2	896	1104	1039	992
NRN1_38413	NRN1	2351	2357	1923	2627
PITX2_14029	PITX2	3001	3852	2881	3442
LBH_51763	LBH	1022	1482	1043	1144
HMGCS1_8506	HMGCS1	128	115	1072	968
PTPN20_34559	PTPN20	486	685	651	684
CEP131_31403	CEP131	1688	2032	2007	2422
CACNG3_27866	CACNG3	821	1181	783	837
CACNG7_46747	CACNG7	627	590	389	441
HERC2_23411	HERC2	1441	1296	1022	1103
PLCE1_38108	PLCE1	856	689	549	656
CCDC13_62647	CCDC13	2211	2098	2304	2992
POU4F2_14465	POU4F2	718	892	657	867
EIF4B_5441	EIF4B	997	1796	1966	1712
P4HA2_23509	P4HA2	2672	3517	3247	3578
DSCC1_48868	DSCC1	408	240	646	615
STX12_33451	STX12	937	1068	836	1006
LELP1_62109	LELP1	1677	1482	1076	1315
LRRC38_59217	LRRC38	687	786	761	851
TAF4B_18642	TAF4B	579	724	590	501
TEX22_74198	TEX22	2150	2310	1692	2114
CD82_9934	CD82	858	662	688	871
KRTAP5-1_70741	KRTAP5-1	804	1078	816	843
LCE2A_70077	LCE2A	50	111	347	373
TMC6_30760	TMC6	769	814	696	950
OR1L8_60633	OR1L8	2788	3189	3003	2728
HGSNAT_60546	HGSNAT	1258	1307	1024	1353
NDUFA13_37724	NDUFA13	324	455	398	515
BAZ1A_30379	BAZ1A	713	980	874	1306
ZCCHC2_40859	ZCCHC2	402	507	489	511
RP9_16263	RP9	931	1423	1290	1680
C2orf47_49276	C2orf47	719	676	738	930
KRTAP29-1_76160	KRTAP29-1	1948	1899	1846	2493
FAM13A_27149	FAM13A	892	1331	1193	1451
DTNBP1_52807	DTNBP1	610	755	607	674
CRIPAK_68161	CRIPAK	1260	1428	1055	1461
CRIPAK_68162	CRIPAK	969	1195	891	1098
BMP1_1769	BMP1	763	801	954	850
CPNE4_59901	CPNE4	2272	2524	2676	2410
MAD2L1_10951	MAD2L1	420	543	262	384
ZBTB25_20581	ZBTB25	1127	1222	1100	1455
RNF26_48953	RNF26	2328	2214	1737	2142
LZTS2_53615	LZTS2	2272	2910	2805	2698
MED14OS_76246	MED14OS	2527	2479	2543	3021
ESR2_5805	ESR2	2221	2324	1849	2163
LOC100130705_75304	LOC100130705	860	845	515	654
EXOC3L1_67513	EXOC3L1	593	569	558	597
USP17L24_74655	USP17L24	1671	1835	1659	1473
SYT8_55273	SYT8	1208	1233	1011	1163
SRSF6_17210	SRSF6	651	728	737	721
TTYH3_51263	TTYH3	357	416	467	353
CRIPAK_68163	CRIPAK	1771	2175	1822	2515
G6PC_6699	G6PC	746	524	1084	1124
CLCN6_3361	CLCN6	725	790	959	851
C22orf46_49476	C22orf46	611	932	936	1030
USP53_40160	USP53	1976	2463	2096	2636
TMEM41B_72841	TMEM41B	1507	1724	1917	1933
BEX1_43599	BEX1	1044	1188	989	934
ANP32D_33027	ANP32D	551	413	528	771
DEPDC7_55914	DEPDC7	1600	1709	1558	1918
MAGEA1_10997	MAGEA1	818	827	682	800
DIXDC1_54983	DIXDC1	1798	1966	1837	1893
C9orf84_63162	C9orf84	700	671	982	970
ATF7IP_43172	ATF7IP	2648	3337	2277	2316
PLCZ1_55183	PLCZ1	622	785	886	809
IQCF1_60021	IQCF1	2361	2799	2451	2576
INS-IGF2_74471	INS-IGF2	784	1134	634	902
CCL23_17029	CCL23	1493	1505	1341	1598
TCP11L1_42408	TCP11L1	641	861	625	586
MMD_33071	MMD	2179	1949	2301	2838
KIAA2018_65174	KIAA2018	625	756	791	710
TCHHL1_59193	TCHHL1	994	1064	1746	1963
SLC9A7_54011	SLC9A7	2528	2296	2053	2122
TAF15_21337	TAF15	724	801	716	1121
MEGF9_5386	MEGF9	2642	3302	2399	2791
RNF187_62201	RNF187	495	719	531	612
DAB2_4469	DAB2	1948	1662	2145	2198
KCNAB3_24149	KCNAB3	928	846	675	619
DUSP7_5165	DUSP7	1115	1217	1206	1036
KCNG3_64234	KCNG3	539	479	472	431
GGT1_7089	GGT1	1820	2361	1601	1931
SPIN2A_39991	SPIN2A	3385	3897	3149	3778
SPIN2B_73345	SPIN2B	1705	1908	1411	1491
CRABP2_3850	CRABP2	465	512	616	649
MUCL1_58018	MUCL1	643	800	585	497
SCYL2_43017	SCYL2	3626	4050	3123	3672
OTOGL_67305	OTOGL	971	892	1168	1012
LOC403312_72630	LOC403312	2648	2314	2226	2233
NUDT3_30337	NUDT3	1876	2328	2044	2465
SPECC1_56261	SPECC1	1344	1381	1492	1413
MRPL53_57806	MRPL53	811	1089	1438	1723
CEP89_54427	CEP89	1101	1121	1295	1125
L3MBTL3_53648	L3MBTL3	633	805	776	901
ALG5_36679	ALG5	1902	2251	1771	2552
MCMDC2_63061	MCMDC2	907	851	619	837
GNAT2_7338	GNAT2	929	889	681	924
VRTN_42035	VRTN	575	672	716	839
SOWAHA_60281	SOWAHA	1878	2198	1815	1854
CTTNBP2_52756	CTTNBP2	763	685	707	643
TMEM74B_42311	TMEM74B	1187	1656	1314	1452
TM4SF18_57750	TM4SF18	534	534	400	558
HTR4_9049	HTR4	952	810	786	844
XAGE2_25030	XAGE2	992	883	836	866
PSMB4_15181	PSMB4	304	332	2100	1875
OR2A14_60393	OR2A14	635	645	718	428
PAQR7_63746	PAQR7	1686	1782	1854	2153
CUL9_31768	CUL9	1571	1878	1564	1700
MED27_24837	MED27	210	270	372	336
TXNL4B_41127	TXNL4B	866	923	1107	1220
UGT2B17_19970	UGT2B17	989	1136	921	1078
GOLGA6D_74378	GOLGA6D	1112	1604	1798	1642
SNRPB_17869	SNRPB	272	291	580	586
PTGR2_61426	PTGR2	1346	1305	909	1224
FOXRED2_50619	FOXRED2	795	1018	912	1015
DCAF11_51187	DCAF11	1516	1457	1426	1977
GYPE_8046	GYPE	3297	3616	3043	3119
FOXH1_23425	FOXH1	1193	1336	1580	1614
SIRPG_42499	SIRPG	1493	1914	1872	1873
ALX1_21285	ALX1	707	823	654	806
ARHGAP21_45929	ARHGAP21	1092	1356	1529	1701
ADAMTS6_30371	ADAMTS6	1398	1329	1218	1479
TUBGCP3_28045	TUBGCP3	773	862	1909	1990
STX12_33452	STX12	1144	1101	1442	1659
ZNF385C_64841	ZNF385C	383	451	286	297
SNRNP40_24749	SNRNP40	282	309	993	988
ALDH1A1_601	ALDH1A1	3095	2882	2229	2144
IKBKE_25453	IKBKE	1478	1340	1579	1501
CFAP36_56901	CFAP36	836	773	715	855
KRI1_48415	KRI1	1135	1120	1351	1518
TRIM39-RPP21_65009	TRIM39-RPP21	1745	2304	1901	2007
FCRL2_49191	FCRL2	1181	1299	1193	1705
CNTN1_3542	CNTN1	1476	1241	1527	1386
TPD52_19473	TPD52	2109	2271	1916	2165
MED29_42723	MED29	564	789	819	828
NPIPA5_75669	NPIPA5	343	283	240	295
TMEM110-MUSTN1_76030	TMEM110-MUSTN1	505	677	680	695
LPAR2_24081	LPAR2	1185	1372	1369	1257
OR1L6_72030	OR1L6	508	293	425	439
ARHGAP35_7782	ARHGAP35	2788	3070	2555	2851
COL5A1_3585	COL5A1	2371	2574	2100	2564
CCRL2_23650	CCRL2	422	511	696	713
KRT26_70133	KRT26	590	576	780	889
GAN_21329	GAN	470	510	611	673
TEX19_72229	TEX19	1131	1086	919	1068
PBX4_51243	PBX4	2526	2844	2405	3039
RRP1B_31655	RRP1B	2567	3003	2470	2784
DSG2_5091	DSG2	2383	2771	2198	2418
DENND2D_50476	DENND2D	1900	1861	2190	2424
UGT1A5_40276	UGT1A5	1122	1077	621	741
ARHGAP17_41613	ARHGAP17	833	904	574	881
C7orf76_72421	C7orf76	1566	1447	1037	1470
NRN1_38414	NRN1	2634	2577	2558	2707
RNF224_73806	RNF224	549	691	819	838
PAPD7_29941	PAPD7	1401	1370	1588	1893
ST5_18321	ST5	403	526	555	595
KLHL2_30671	KLHL2	1163	1338	1252	1639
SLC5A3_17506	SLC5A3	1074	1539	900	1446
KRTAP9-4_54759	KRTAP9-4	845	796	1181	1377
GUCY2D_8061	GUCY2D	881	810	818	944
SRPR_18229	SRPR	604	651	1648	1751
RNASE12_73405	RNASE12	2088	2355	2187	2540
HTR3D_64785	HTR3D	1821	2017	1609	1914
MYLK3_56013	MYLK3	786	1014	791	764
CUL4B_21969	CUL4B	771	1113	961	801
EML5_63430	EML5	1734	1932	1381	1689
SSX5_18310	SSX5	378	218	576	615
SNAP29_24541	SNAP29	491	559	822	753
GYPB_8037	GYPB	1492	1898	1517	1404
LYRM9_64850	LYRM9	2128	2148	2059	2379
DPY19L3_61925	DPY19L3	1933	2260	1663	1997
PTPRC_15465	PTPRC	512	966	555	798
ACOT12_60277	ACOT12	919	969	1121	1015
HTR2B_9038	HTR2B	809	1097	945	1074
FAM47A_63205	FAM47A	1159	1029	828	857
IFITM1_22178	IFITM1	1300	1430	1774	1954
IFITM2_28569	IFITM2	1331	1373	1685	1914
PNMA1_24274	PNMA1	2104	2443	2100	2495
PHIP_41347	PHIP	383	397	830	766
NXT1_36501	NXT1	1371	2000	2027	2297
SAMD4B_41551	SAMD4B	1623	1604	1746	2093
TOP2A_19441	TOP2A	54	36	831	755
RP2_16269	RP2	636	590	716	808
DOCK11_60765	DOCK11	2367	2776	2346	2365
PEX6_13678	PEX6	669	765	545	736
SLC39A8_47415	SLC39A8	522	767	388	449
CETN1_3051	CETN1	834	841	1083	1076
CLEC3A_27145	CLEC3A	663	771	501	622
EPB41L3_31832	EPB41L3	1675	1498	1210	1599
TRIM49D1_72146	TRIM49D1	636	585	594	528
NELL2_12455	NELL2	1751	1951	1675	1790
UBA52_19809	UBA52	208	147	447	523
LOC100289561_75720	LOC100289561	2642	2879	2423	2363
OR2T12_59281	OR2T12	1096	1181	960	1216
OR2T33_71967	OR2T33	1666	1890	1974	2067
NPM3_27842	NPM3	860	1119	708	1044
ABO_77	ABO	900	964	756	880
ACADSB_109	ACADSB	864	1145	1022	890
FAM58A_56085	FAM58A	1740	1733	2016	2014
LYG2_66494	LYG2	2120	2498	2229	2424
SERINC1_45700	SERINC1	724	874	702	762
PSG1_15102	PSG1	744	903	532	718
RWDD3_34181	RWDD3	717	687	772	879
CD93_31227	CD93	775	857	833	840
ACTR8_56605	ACTR8	507	498	787	1113
SLC41A3_41087	SLC41A3	488	569	363	589
PGBD2_67093	PGBD2	1239	1525	1702	1650
SLC6A15_41620	SLC6A15	812	724	765	868
PLK1_14174	PLK1	38	121	1402	1494
PAN3_66685	PAN3	985	1205	943	1117
SPDYE3_73085	SPDYE3	1603	1372	1938	2035
SYCE1_56514	SYCE1	1908	2228	1907	2124
VBP1_20097	VBP1	1775	2037	1525	1792
SPAG7_25190	SPAG7	1179	1059	861	1455
LLGL1_10697	LLGL1	1901	1668	2760	2490
IL1A_9373	IL1A	1000	1031	882	847
MAPK6_14893	MAPK6	1822	1813	1494	2145
TRAF4_25377	TRAF4	2137	1957	1996	2581
STEAP3_42047	STEAP3	1607	1668	1767	2000
CLEC6A_56613	CLEC6A	632	578	611	524
GGA2_31612	GGA2	962	820	846	1014
HMGN4_28203	HMGN4	843	1132	826	909
ITFG1_51628	ITFG1	856	1191	1006	1183
MRGPRX1_66965	MRGPRX1	1327	1397	1690	1861
CD53_2717	CD53	1151	1253	1326	1449
ZNF157_20734	ZNF157	826	724	743	789
ABCD4_15577	ABCD4	389	449	501	567
EFTUD2_24545	EFTUD2	134	120	1694	1819
LDHC_10562	LDHC	1673	1633	1775	1851
DGCR14_21425	DGCR14	897	810	1228	1202
PSG2_15106	PSG2	1667	1587	1304	1418
MANF_21033	MANF	900	784	657	1006
PSG11_15133	PSG11	2211	2273	2398	2324
FAM222A_54469	FAM222A	388	508	772	800
METTL2A_68861	METTL2A	1084	1245	1683	1539
ZNF383_63634	ZNF383	1320	1336	1019	1128
LCP2_10545	LCP2	2154	2277	2713	3050
PAGE4_25033	PAGE4	2344	2544	2321	2708
LDLRAP1_34601	LDLRAP1	1169	1308	1498	1965
OLFM4_28498	OLFM4	3052	3193	2516	2938
CGB8_56701	CGB8	811	923	1104	1358
TMEM141_54723	TMEM141	2042	2121	2056	2297
PASK_31981	PASK	1028	1058	1055	1059
OPLAH_35315	OPLAH	1591	1682	1902	2188
GNG7_7370	GNG7	1702	1620	1882	1813
HEPH_26157	HEPH	915	1015	657	809
RBBP7_15897	RBBP7	1834	2349	2406	2366
SMYD5_27750	SMYD5	525	713	619	583
ZNRF3_52963	ZNRF3	2412	2541	2693	3317
PEX19_15570	PEX19	990	1008	986	1105
HAMP_46416	HAMP	697	934	617	883
CLPSL2_71373	CLPSL2	1253	1132	778	882
KCNJ15_10073	KCNJ15	780	800	574	758
TRIM2_32448	TRIM2	1133	1170	1146	1245
AKR1B15_73095	AKR1B15	2067	2534	2592	3017
PROCR_28437	PROCR	268	367	694	724
SORBS2_22029	SORBS2	769	886	900	736
NAA10_21474	NAA10	118	109	1484	2021
MPND_54600	MPND	1237	1512	929	1249
SAP130_49348	SAP130	265	251	1105	813
C11orf44_67242	C11orf44	1520	1544	1601	1956
SIGLEC7_35452	SIGLEC7	982	1275	854	993
KRTAP5-2_72834	KRTAP5-2	568	508	491	527
CES3_32937	CES3	1430	1697	1732	1977
PHLDB3_74355	PHLDB3	1380	1498	969	1013
GJD3_58905	GJD3	1038	953	1096	1344
NUDT21_29956	NUDT21	147	267	479	394
SCGB2B2_67829	SCGB2B2	1768	1871	1478	1806
C8orf59_72442	C8orf59	1556	1872	1635	2015
CADM1_33479	CADM1	2474	2166	2313	2923
WASF2_27217	WASF2	1883	1591	1555	1695
RBM33_62989	RBM33	351	450	976	1049
FNDC9_72727	FNDC9	1025	939	1313	1228
WBSCR17_47727	WBSCR17	440	542	372	537
RFX2_16065	RFX2	2159	2708	1949	2332
COQ3_39499	COQ3	1658	2547	1929	1975
CCNE1_2497	CCNE1	2762	4309	1894	2431
BPY2C_73291	BPY2C	454	410	436	530
DPP3_26910	DPP3	1973	2100	1752	1900
C1orf115_49875	C1orf115	1061	852	745	855
BNC2_40583	BNC2	974	1415	1003	1124
GFAP_7058	GFAP	2154	1721	2431	2608
MAGEA12_11037	MAGEA12	778	791	315	429
C15orf27_58622	C15orf27	760	858	608	744
OLFML2A_64077	OLFML2A	461	546	580	498
SRSF4_17202	SRSF4	1641	1650	1638	2040
ST7L_40867	ST7L	897	976	1166	1369
TMEM14E_74046	TMEM14E	2016	2248	1720	1610
DUSP11_21953	DUSP11	846	991	853	918
NKAIN1_49279	NKAIN1	1265	1288	1325	1764
PPOX_14557	PPOX	1563	2273	1792	2069
HES1_8861	HES1	2427	2356	2013	2547
TOMM7_40199	TOMM7	3107	3636	2514	2818
SLC16A12_70809	SLC16A12	1572	1760	1744	1834
MUC13_44356	MUC13	736	926	660	661
CASC5_44924	CASC5	496	652	1171	1510
C16orf58_47955	C16orf58	1065	1112	1340	1154
